vendor_account_age_days,vendor_completion_rate,listing_price_ratio,vendor_tx_velocity,vendor_fraud_flags,category_risk_score,has_completed_any_txn,isFraud
14.228886506306594,0.016955112793176335,0.41894344611080164,7.0,1.0,0.8,0,1
4.743911639234544,0.274598494244021,0.36983917028883484,8.0,1.0,0.7,0,1
3.883094829091882,0.1736732294735071,0.33848379133762946,4.0,2.0,0.8,0,1
5.327879934149202,0.24274183798547558,0.1637874392882419,10.0,0.0,0.8,0,0
6.324929780262183,0.41188246626217945,0.2450985726814954,17.0,2.0,0.7,0,1
7.037920121016159,0.2900492369911318,0.47549955998912835,18.0,3.0,0.8,0,1
6.873899236489632,0.037927538139313724,0.6223841925403434,16.0,3.0,0.8,0,1
0.0,0.0345496159838074,0.3854214680177094,11.0,2.0,0.7,0,1
19.82408505681101,0.2216827010258451,0.3581259302746397,3.0,1.0,0.8,0,1
2.7968115477811226,0.03789174003511247,0.46464082111876126,18.0,2.0,0.8,0,1
4.0141683674377795,0.1001529934937317,0.5306297023945675,8.0,3.0,0.8,1,1
5.807095950182457,0.21743749893387473,0.18506699060945342,14.0,1.0,0.5,0,1
0.8297460433467863,0.277576964860248,0.49102804101508796,10.0,1.0,0.8,0,1
3.977398671440943,0.11890167237855036,0.39817207794903675,15.0,2.0,0.7,0,1
12.32591610609557,0.08720396147884328,0.45958872801022016,15.0,2.0,0.7,1,1
17.76685635395499,0.2495141175281152,0.2915539326905987,11.0,1.0,0.8,1,1
8.724993249908005,0.3114372135025829,0.48132842215534144,7.0,1.0,0.8,0,1
0.0,0.21851777234892553,0.23558660362653522,4.0,3.0,0.7,0,1
4.064333046418709,0.21877845099117305,0.4770662744773564,11.0,1.0,0.8,0,1
7.976889833101996,0.20187743189385654,0.2146169061823362,18.0,2.0,0.8,0,1
0.0,0.06456696450897267,0.4660949584999293,11.0,1.0,0.8,0,1
1.3948438823126856,0.23574030552695632,0.13424745567939367,16.0,2.0,0.8,0,1
5.229750279998533,0.06340570325498754,0.4902979112156003,15.0,3.0,0.8,0,1
18.19935440216149,0.08710450754310764,0.37286776793022913,10.0,2.0,0.8,0,1
3.391583473351843,0.036314503072404525,0.14373759086370863,16.0,2.0,0.8,0,1
5.3382777260452094,0.18813049106467972,0.16238330952017366,18.0,2.0,0.8,0,1
6.296021737249156,0.11932636469934922,0.34828639210054874,16.0,1.0,0.5,1,1
0.4356964852419434,0.21379604079474687,0.3874377867639212,5.0,1.0,0.8,0,1
0.8456220759035885,0.1153373458453501,0.2900727665154034,11.0,2.0,0.8,0,1
2.50848825445188,0.2614113311972579,0.21787446695072288,11.0,2.0,0.8,0,1
9.038071590535678,0.28278542555095765,0.542183126118761,13.0,0.0,0.7,0,1
14.636302216255663,0.12348075398528502,0.2529160409409531,7.0,2.0,0.8,0,1
0.0,0.13752151757660688,0.24739959254495963,18.0,1.0,0.8,0,1
2.770922474722174,0.17681163277957368,0.13047899721858475,10.0,2.0,0.8,0,1
3.597701827507115,0.18601533534965264,0.2376015406314646,6.0,1.0,0.8,1,1
10.806064810416931,0.1605103414962225,0.3108922060653673,11.0,1.0,0.7,0,0
5.82676031888979,0.03215425962329695,0.4099613268251935,17.0,2.0,0.8,0,1
6.994347128462117,0.036325711156814225,0.18432219712192907,4.0,2.0,0.8,0,1
11.015577734195034,0.10095024050872801,0.39416060976151257,19.0,3.0,0.7,0,1
0.0,0.08469177905469215,0.387795268408905,12.0,1.0,0.8,0,1
4.194828994164929,0.2600009052021944,0.546671501213467,7.0,2.0,0.7,0,1
5.029451136133076,0.43584895341432056,0.28256709798577273,14.0,1.0,0.5,0,1
4.106974833954868,0.07728880924367537,0.32066189524870703,7.0,2.0,0.5,0,1
1.9525198221972015,0.4336565807887259,0.3206921113999385,11.0,1.0,0.7,0,1
7.262761863716716,0.21808435774161414,0.3360686407640407,18.0,0.0,0.8,0,1
1.582155337907274,0.08279285105881191,0.5057842989549042,16.0,1.0,0.8,0,1
2.222849473252389,0.37323071980980854,0.3239102193332146,9.0,1.0,0.7,0,1
4.902287425647206,0.062210183291875984,0.4943746041583053,17.0,3.0,0.8,0,1
0.0,0.045093848157657795,0.2134207217345191,10.0,1.0,0.8,0,1
10.371599984058733,0.06225016372864365,0.2515892816365632,19.0,2.0,0.8,0,1
3.2391931871745814,0.07158500796775061,0.3489223204415857,16.0,3.0,0.7,0,1
7.188799818308692,0.29393866477432196,0.23564591159996195,7.0,3.0,0.8,0,1
0.0,0.34806919871187775,0.45287350793579334,13.0,1.0,0.7,0,1
0.0,0.061120213300794,0.11964147425685404,8.0,,,0,1
2.132149479863066,0.360573602078189,0.22836986057603614,10.0,3.0,0.8,0,1
5.781534182573225,0.09037882449246351,0.3809846154309431,9.0,1.0,0.7,0,1
2.311425349045595,0.2619893711722454,0.1,8.0,2.0,0.8,0,1
2.760843693736697,0.11208982298697284,0.17393349488166968,11.0,,,0,1
0.6866633419246113,0.02491203427155512,0.24266804604168052,7.0,1.0,0.8,0,1
5.655611296607923,0.03960722835940307,0.16115787430218384,5.0,2.0,0.5,1,1
5.050820138916921,0.11817977098738897,0.35391491286730165,19.0,1.0,0.8,0,1
5.344653811684125,0.0,0.19718377679730403,18.0,1.0,0.8,0,1
9.113415338926185,0.2867829637639227,0.342122974191149,12.0,1.0,0.7,0,1
5.069966836258456,0.34447224656731157,0.4255517478990002,11.0,0.0,0.8,0,1
0.0,0.0,0.321750800382747,13.0,0.0,0.7,1,1
24.78038781836245,0.41094234031396953,0.1965203644169075,19.0,1.0,0.7,1,0
0.0,0.3438147472880056,0.2376743753778427,14.0,2.0,0.8,0,1
3.5714404873888466,0.541366887331299,0.2723132837959668,12.0,3.0,0.7,1,1
0.0,0.04373505489774486,0.25060859270146996,12.0,1.0,0.8,0,1
7.324988663383332,0.11072113023003244,0.20954386323041915,21.0,3.0,0.8,0,1
4.394667553110571,0.0919025722820991,0.3373454373370801,7.0,1.0,0.7,0,1
2.400976792683557,0.12424203897686797,0.4917719887191177,4.0,2.0,0.8,1,1
5.187271611784817,0.2880036729168891,0.37068168201678514,7.0,1.0,0.5,0,1
2.301117241584925,0.17160183430777673,0.1929148770033671,9.0,3.0,0.8,1,1
0.0,0.04419119679989169,0.5208452031726623,7.0,2.0,0.8,0,1
8.381706317309728,0.42786662148850724,0.1973948710168548,16.0,1.0,0.5,0,1
8.754356794467801,0.07681116050744337,0.28684079573366855,14.0,2.0,0.7,0,1
6.105105375823727,0.273172120461681,0.4509305385615498,10.0,1.0,0.8,0,1
9.091678557236046,0.18809972971837524,0.32972311215005295,15.0,3.0,0.8,0,1
0.8895581571340281,0.20351294009670573,0.5324430871522048,11.0,3.0,0.8,0,1
0.0,0.04892376740288265,0.2199074716385519,14.0,1.0,0.8,0,1
7.101950775959461,0.20302566116556053,0.4127668222471284,13.0,2.0,0.8,0,1
3.3910086672287423,0.042058559026967646,0.4502774351584586,8.0,2.0,0.8,0,1
2.5499245237008443,0.15934816478138483,0.41329562171176176,5.0,1.0,0.8,0,1
5.801755630802345,0.17617952702433923,0.2980862037497168,17.0,1.0,0.7,0,1
6.349800610320166,0.2095986670477601,0.24655890700971517,10.0,1.0,0.7,0,1
4.040627356849717,0.10577977138147443,0.5049771242002237,5.0,0.0,0.8,0,1
6.044993617240518,0.15478509634727536,0.24485847683801215,16.0,3.0,0.8,0,1
0.5591876521907777,0.10608439749959328,0.352711902779723,12.0,0.0,0.5,0,1
7.530095819028806,0.09893855240100129,0.24034054447229078,17.0,2.0,0.7,1,1
3.4246051306452006,0.13831767589467797,0.42465752000271684,18.0,2.0,0.5,0,1
6.053464368390182,0.1939363423342007,0.4726230273986581,11.0,1.0,0.8,0,1
7.031498706955386,0.0,0.47941604061843895,16.0,2.0,0.8,0,1
7.251333611489608,0.300688284498565,0.30371139405865816,12.0,2.0,0.7,0,1
4.887518780359896,0.05344755644731596,0.2565883533190783,7.0,3.0,0.7,0,1
1.8311892006508868,0.05693937534561349,0.4388977988546127,4.0,0.0,0.8,0,1
1.329592892629307,0.09024724737289903,0.48403316955280484,11.0,1.0,0.8,0,1
5.824173443751204,0.31730751235599824,0.40201585639101267,16.0,3.0,0.7,0,1
17.85759404522171,0.3200944593370269,0.1558384331979089,15.0,3.0,0.8,0,1
7.143445939369467,0.020124724791771825,0.4115759485364921,10.0,2.0,0.8,0,1
2.5140598930342355,0.18518875638432825,0.27565217023570526,19.0,1.0,0.8,0,1
4.441606533284054,0.04664260966413053,0.2867386655669033,5.0,0.0,0.7,0,1
9.346261260860253,0.14805905265336564,0.22262250616440737,17.0,1.0,0.8,0,1
10.00131515285338,0.21784208967598453,0.4445929405089777,16.0,2.0,0.7,0,1
2.9037700386511567,0.0,0.4441815802993429,4.0,3.0,0.8,0,1
16.903393243967148,0.156107355589787,0.5156832914275504,19.0,3.0,0.7,0,1
1.4500904340349317,0.5431907409088284,0.2985780301375335,12.0,3.0,0.8,0,1
0.0,0.08934981269942416,0.5810039835999146,11.0,1.0,0.8,0,1
2.7399172588380627,0.04226541146074609,0.4344130666791616,14.0,2.0,0.8,0,1
2.463476801267671,0.08721589848887454,0.11611289603719482,11.0,3.0,0.8,0,1
7.47449483110863,0.2967069869151714,0.43066340409952786,10.0,2.0,0.5,0,1
0.6245689472801208,0.08559884314965037,0.4843244837689217,10.0,1.0,0.8,0,1
3.0338072368220788,0.1995988450955722,0.3151109588120027,14.0,0.0,0.8,0,1
6.306915259683937,0.28830921794621184,0.510240232915643,16.0,1.0,0.7,0,1
16.65335759087256,0.0,0.17821241199091284,6.0,2.0,0.7,0,1
9.610634157537387,0.21450860020106707,0.2211564668542728,17.0,2.0,0.7,0,0
9.172586602414976,0.28204980931762313,0.17037913388396825,6.0,1.0,0.8,0,1
14.806847033320079,0.18151986650405239,0.39511001288080994,17.0,2.0,0.7,0,1
0.3804884429844946,0.40844760589508033,0.1,13.0,2.0,0.7,0,1
2.5596060488484094,0.0,0.5679225257528687,10.0,3.0,0.7,1,1
7.951248768968268,0.21412617978236392,0.2266962957027391,12.0,3.0,0.5,0,1
4.6260102926017455,0.4846836039197398,0.2749208055654121,16.0,0.0,0.7,0,1
5.581120546708683,0.29181467878758477,0.17896076202111622,17.0,1.0,0.7,0,1
7.1647814368041,0.03707761087139759,0.4579048841520601,17.0,3.0,0.5,0,1
7.218531513221652,0.6666771192913317,0.49338994350360543,16.0,3.0,0.7,1,1
2.513148537995475,0.17213314618783696,0.22570850360534134,6.0,1.0,0.8,0,1
0.0,0.19531538120119202,0.14625780601880212,5.0,3.0,0.8,0,1
1.0564623001902187,0.01717720379070031,0.36519685955746256,14.0,2.0,0.7,0,1
15.492064235473919,0.49329902368246004,0.4995457825430948,11.0,1.0,0.8,0,1
4.704531344518823,0.23368595338829545,0.5511527140018323,7.0,2.0,0.8,0,1
1.578386630865674,0.10338924416754161,0.3251866948313326,13.0,1.0,0.8,0,1
0.37840042309321753,0.0,0.24912481091614896,10.0,2.0,0.7,0,1
0.4213267184125029,0.2785623673767524,0.45673604785984234,15.0,2.0,0.8,0,1
2.743348653696032,0.28831794078908307,0.23661661957106975,14.0,1.0,0.8,1,1
6.345798580721859,0.02048920165067418,0.2088968226768551,12.0,,,0,1
1.3168494460145053,0.03583768739792342,0.5685797338946994,4.0,1.0,0.8,1,1
3.87963218254442,0.09966658570461934,0.36150722868464114,19.0,3.0,0.8,1,1
7.9109105055971956,0.08844888777402175,0.352588969219812,9.0,2.0,0.8,0,1
3.00360589521469,0.1284572775243145,0.4533437638022742,8.0,1.0,0.5,0,1
3.953276597672361,0.07581187803673732,0.1684755862656578,17.0,1.0,0.8,0,1
3.760419815558458,0.2254488861671491,0.3187814841134707,17.0,3.0,0.7,0,1
0.0,0.20305145772898972,0.34292052084482366,18.0,1.0,0.7,1,1
10.505431467558223,0.18469517572325678,0.4221020920139048,5.0,3.0,0.7,0,1
0.3008617021316583,0.25927775878476067,0.29703689442841413,13.0,1.0,0.8,0,1
0.8637735516041711,0.519340428180308,0.46569628940430813,12.0,3.0,0.8,0,1
7.678062917707533,0.06911440149756201,0.17862117199005206,4.0,2.0,0.8,1,1
0.0,0.0703181205271565,0.21361456008214666,15.0,3.0,0.8,0,1
7.850554516176705,0.07554931503451871,0.42055538326668745,18.0,2.0,0.5,0,1
0.7433830962272513,0.01915872961351599,0.3254456396014779,9.0,2.0,0.8,0,1
13.046008418902176,0.3247346469807961,0.5139923833717572,9.0,3.0,0.8,1,1
0.0,0.29078682901751896,0.3806737929046026,8.0,1.0,0.7,0,1
6.044906832006233,0.08233498532349989,0.19018104196497462,8.0,3.0,0.7,0,0
5.572613990408858,0.0193812798563218,0.39779710158869264,8.0,0.0,0.8,0,1
10.382921235350976,0.11899109714367076,0.49540582464857336,4.0,2.0,0.7,0,1
3.7828709758893533,0.23525061860002003,0.1183841564838311,7.0,3.0,0.7,0,1
0.0,0.0,0.539079063401914,10.0,2.0,0.8,1,1
10.70494685209042,0.24996610209296183,0.44577289260716585,10.0,2.0,0.8,0,1
4.871402506925092,0.0681615499075102,0.48492462445638984,4.0,,,0,1
2.1658534437100565,0.00472848608323332,0.16437500587718232,6.0,0.0,0.8,0,1
0.11219168916793465,0.15506078730510445,0.13393484642495915,6.0,1.0,0.8,1,1
4.157867264964222,0.11316763232461305,0.1968292461913151,9.0,2.0,0.8,0,1
0.7506226618271119,0.16959032282963707,0.31152330305742815,16.0,3.0,0.7,0,1
2.7009410970765053,0.45519286540810916,0.34449212222501907,13.0,1.0,0.5,0,1
8.319549975612677,0.0874993320920494,0.14595394591226574,5.0,0.0,0.8,0,1
8.737527506224074,0.5447352015682146,0.2728852500990579,18.0,1.0,0.7,0,1
3.459372789386062,0.22401779716263392,0.138246365039649,4.0,2.0,0.8,0,1
12.726992464247594,0.0,0.3827063221742529,14.0,2.0,0.8,0,1
11.28308130405032,0.20280150909172928,0.48214269272276244,12.0,1.0,0.8,0,1
16.420518741460086,0.03430232086556262,0.32484681959216893,17.0,0.0,0.8,1,1
0.0,0.2784039772419018,0.497600626776591,10.0,2.0,0.8,0,1
2.813375349426233,0.017113984963365907,0.31026171849481055,10.0,2.0,0.5,0,1
5.480653808396708,0.06885772407524182,0.17682024143052819,5.0,2.0,0.8,0,1
5.88854455853618,0.2026919280549822,0.42702430656859813,17.0,2.0,0.7,0,1
7.400833678541984,0.06501006341715254,0.25570546804728,7.0,1.0,0.8,0,1
22.7567368496412,0.2216467816981356,0.18271517764088308,12.0,2.0,0.8,0,1
3.988054826205202,0.20813533498054598,0.22102618597368295,14.0,1.0,0.7,0,1
2.1998686457961623,0.5101422046751103,0.3241769856641622,11.0,2.0,0.8,1,1
15.764693176129848,0.15119835295820983,0.45581610941513134,15.0,,,0,1
4.6755793919655915,0.6254624656261527,0.600073097661207,16.0,,,0,1
3.496316185997979,0.34929403651545643,0.19239564081629776,4.0,1.0,0.8,0,1
8.667696575851025,0.10533891166117484,0.5441651543204955,12.0,1.0,0.5,0,1
1.0540892300240021,0.08219134784580505,0.48564929667583023,10.0,1.0,0.8,0,1
0.7027767008312314,0.15859750303211456,0.4814520240040109,11.0,2.0,0.7,0,1
1.695612624082039,0.08844688880317046,0.5154611944910157,7.0,2.0,0.7,0,1
25.02148505826194,0.0822689238755633,0.39795202678353625,10.0,0.0,0.5,0,1
0.748809626987329,0.19749983774991392,0.10664101847157546,17.0,2.0,0.8,1,1
5.542922211389185,0.12077532831166343,0.23005662774485025,13.0,3.0,0.7,1,1
12.137575063033834,0.06990309857965737,0.36296736094050214,18.0,2.0,0.8,0,1
3.006592665170343,0.09703499089014897,0.2766129011099543,10.0,2.0,0.8,0,1
0.5564136542071677,0.03596810249694738,0.41156851427652963,6.0,2.0,0.5,0,1
2.687021526516732,0.07969744298357678,0.2771113954134733,6.0,3.0,0.7,0,1
2.016661041206093,0.0,0.3459722685679012,18.0,2.0,0.7,0,1
2.5203078696860457,0.13718070732343846,0.29226246032313985,10.0,2.0,0.8,0,1
4.207602473151662,0.08609577911329953,0.5289500589879317,9.0,2.0,0.5,0,1
0.0,0.06400371101056591,0.340417642708567,15.0,2.0,0.7,0,1
8.775329798245997,0.09470525316670347,0.36271746707852115,6.0,1.0,0.8,0,1
12.276820287857808,0.10959013829245913,0.2990745828794316,8.0,1.0,0.7,0,1
0.515464554829042,0.08981998652547013,0.3440136293998875,4.0,1.0,0.8,0,1
3.539396662357353,0.37401343683880484,0.3088705484553936,10.0,2.0,0.8,0,1
10.43365824103999,0.07894652603788886,0.21915721823720782,13.0,1.0,0.8,0,1
12.840910427429408,0.2604214217363772,0.32297296088954097,12.0,2.0,0.8,0,0
8.206244770016053,0.32519482949074474,0.5376816607645294,11.0,2.0,0.8,1,1
1.7777682197179625,0.3702089879134268,0.3511851233513551,18.0,0.0,0.8,1,1
4.793313975027541,0.18517876725975127,0.4620894179386046,7.0,3.0,0.8,0,1
18.894487428959028,0.10523924056235048,0.1708236519175229,6.0,3.0,0.7,0,1
2.3650403958601705,0.06535332820240888,0.3001220285253019,6.0,3.0,0.5,0,1
0.0,0.22609722052542666,0.4345578442935759,15.0,2.0,0.8,0,1
0.5740494162233788,0.2660651756513485,0.35492197182250185,17.0,2.0,0.8,0,1
2.68990531470056,0.41490852603138867,0.3707529543235353,11.0,2.0,0.7,1,1
2.1541188031312637,0.044350327370929726,0.21227174959467313,19.0,2.0,0.7,0,1
0.0,0.31834083845067535,0.23670591919099127,14.0,1.0,0.8,0,1
1.264751293569773,0.297062560827292,0.19774625171642327,18.0,,,0,1
5.43219115434043,0.20910325293738974,0.4445006177573826,6.0,0.0,0.8,0,1
22.01399723202499,0.07605583779858277,0.3829240672355041,17.0,1.0,0.7,0,1
16.989139810317504,0.4061749500716503,0.34220145451318706,5.0,1.0,0.5,0,1
0.0,0.15220891243610898,0.45288878655071374,4.0,2.0,0.5,0,1
2.9146053102494838,0.1018097165671526,0.38593968505860154,13.0,1.0,0.7,0,1
9.983259913862916,0.380577543563106,0.42874191720409927,10.0,1.0,0.7,0,1
6.2047594900891525,0.1922192677934903,0.46090691279346596,13.0,3.0,0.8,0,1
6.696681707782577,0.25923823231585597,0.5066639423785804,18.0,1.0,0.8,0,1
12.169988281620709,0.0746808617938011,0.5220096893850646,5.0,1.0,0.8,0,1
4.021706659057491,0.0,0.30881960138794995,18.0,2.0,0.7,0,1
6.856407938832075,0.10106669310040384,0.19591956478400926,15.0,0.0,0.8,0,1
6.286124858114172,0.3266369224489241,0.4396064409404048,5.0,2.0,0.8,0,0
0.0,0.06047625102711517,0.37361435590786785,14.0,2.0,0.7,0,1
3.6401650586798775,0.19753725694351823,0.48876255798679874,17.0,1.0,0.7,0,1
0.0,0.16209923807182464,0.2971934893784781,7.0,2.0,0.8,0,1
1.835193257328623,0.14303915576227677,0.4309524349673262,18.0,1.0,0.7,0,1
0.0,0.21259029190411577,0.2510144617601052,8.0,2.0,0.7,0,1
2.6353756763010727,0.3945863992645562,0.5078717610998914,17.0,2.0,0.8,0,1
19.11041817353932,0.06490335370277002,0.317268821024731,13.0,1.0,0.5,0,1
12.701010548566318,0.2979180432016643,0.5103373016848627,10.0,3.0,0.8,0,1
2.320204696764477,0.018165563941879223,0.5645554477789723,20.0,3.0,0.8,0,1
13.538193251853809,0.026401247404455302,0.4555424061929686,7.0,1.0,0.7,0,1
3.7155004207942457,0.38530336879393173,0.3657697776805489,5.0,,,0,1
0.0,0.05221890492851421,0.42044265059078756,6.0,3.0,0.7,1,1
2.11813250158054,0.2937876608803065,0.42473352285826277,12.0,2.0,0.8,0,1
0.0,0.25825031093464074,0.24362344004894987,16.0,2.0,0.5,0,1
3.6661035147839405,0.18613094523352847,0.41770397520753333,10.0,2.0,0.8,0,1
4.341636221258833,0.018946488314303102,0.1476630623709518,5.0,,,0,1
5.200753758407309,0.14874897330868908,0.49781329585622996,19.0,,,0,1
9.219007002080883,0.014398395193316427,0.22721622577830303,16.0,2.0,0.7,0,1
29.539006997772404,0.19213339572458776,0.4235147558220093,18.0,2.0,0.7,0,1
2.6539524785114996,0.09186238694691558,0.2719080221795649,16.0,1.0,0.7,0,1
10.866071988995339,0.3146646911951317,0.4416344400918084,11.0,3.0,0.8,0,1
12.106780004205177,0.15847137157310529,0.44049877579008145,11.0,2.0,0.8,0,1
8.97104758138207,0.06698671012896272,0.2992111872141745,18.0,3.0,0.8,0,1
1.74737884402789,0.18759141352439465,0.4775739978139489,5.0,3.0,0.7,0,1
4.86510084331362,0.10333523777296814,0.5120279710036625,9.0,1.0,0.8,1,1
9.483230251849456,0.23197438673077653,0.4324039493344157,14.0,2.0,0.7,0,1
1.2989094827975007,0.033460773925375095,0.23793540969729893,4.0,1.0,0.8,0,1
7.841300454808103,0.31412438592357916,0.3019312866592961,7.0,0.0,0.7,0,1
8.982400294593063,0.014514602441587997,0.5353193402318346,18.0,1.0,0.8,0,1
4.376310574529605,0.15672116024724134,0.15510223420962932,14.0,1.0,0.8,0,1
1.5112606352807796,0.5006886953654047,0.3701545499451218,12.0,1.0,0.7,1,1
1.6758683934112786,0.022855754049237082,0.17886607028971485,8.0,3.0,0.8,1,1
7.404228798463109,0.09604574223968593,0.33429568173120877,20.0,1.0,0.7,0,1
3.6773265831151196,0.10391272421414131,0.5857035703638667,15.0,2.0,0.8,0,1
8.194659926580252,0.1866834487115175,0.2883696293768734,8.0,3.0,0.8,0,1
6.52610542483014,0.3242348115719743,0.3316818473608337,11.0,2.0,0.5,0,1
8.073841240169932,0.030202202482290642,0.4592953078161346,15.0,1.0,0.8,0,1
1.9966193069955809,0.09709935984557574,0.26160750893476015,5.0,1.0,0.5,0,1
18.52166089034214,0.30877973814010395,0.247379817023967,19.0,1.0,0.5,0,1
3.2690085892989122,0.04396729160517313,0.544013948244358,11.0,1.0,0.8,0,1
13.05530564044223,0.10288974104903278,0.5556520355385574,8.0,1.0,0.7,0,1
2.525718630134981,0.04754918380554405,0.3911854296639695,17.0,2.0,0.8,0,1
0.0,0.12545935798714375,0.46711974284858504,6.0,1.0,0.8,0,1
16.11034430165768,0.13483978478008535,0.32525840856041155,5.0,1.0,0.7,0,1
2.377025202904593,0.3729865938262122,0.2625045602029305,4.0,1.0,0.8,0,1
6.527460414840409,0.13869894787327539,0.28178728568522954,5.0,1.0,0.8,0,1
0.0,0.16723541901581618,0.19927811828327463,6.0,1.0,0.7,0,1
15.376885622846356,0.06711899059706006,0.4995695696303087,10.0,3.0,0.7,0,1
1.371629887397692,0.10907685930292504,0.12153998163892045,12.0,1.0,0.7,0,1
11.530290504679618,0.1382039662545069,0.14959132958193533,8.0,,,0,1
0.0,0.2574197860013162,0.36418291423737775,17.0,1.0,0.8,0,1
0.4350949756171043,0.2775610058242699,0.1737287331350537,6.0,1.0,0.5,0,1
5.80694563375449,0.013842995692721606,0.39599781989573185,11.0,2.0,0.8,0,1
8.990564855182209,0.08842473969412844,0.4004555143359834,5.0,2.0,0.8,0,1
5.20446358108973,0.17618649236624662,0.3628505814721859,6.0,2.0,0.8,0,1
0.0,0.03437430548142058,0.5369633967139018,11.0,2.0,0.8,0,1
1.7395609350403582,0.1953182861880426,0.38491523764686986,19.0,1.0,0.8,0,0
0.0,0.14527307766584466,0.31333253424778007,8.0,3.0,0.7,0,1
2.1592016503224905,0.03726080477245271,0.35946259711179074,18.0,2.0,0.5,0,1
6.834839237794469,0.3990509773541723,0.10343594385617097,7.0,0.0,0.5,0,1
4.071148962256513,0.026450036955947977,0.44808483138955324,19.0,,,0,1
6.668215366475943,0.2991677865065076,0.4870738614391565,11.0,1.0,0.8,0,1
0.0,0.10189126681263125,0.3528935607295926,14.0,3.0,0.7,0,1
1.6319931504381335,0.41426470575582647,0.23870427938120709,11.0,1.0,0.7,0,1
4.432252817467478,0.5197393015305908,0.38108557644993746,15.0,1.0,0.7,0,1
3.416864900875451,0.008958240619630513,0.22610274663039887,11.0,3.0,0.8,0,1
6.508087609224042,0.36246643636092013,0.26495588108663753,14.0,1.0,0.7,0,0
2.7019690461107047,0.06925487848090134,0.5233237091383961,19.0,1.0,0.7,1,1
3.8687603899867806,0.1552153767121568,0.4726869911473171,5.0,2.0,0.8,0,1
4.1328549000986,0.2556399863461456,0.3692763588574248,5.0,3.0,0.5,1,1
13.505219204635523,0.16100639780215034,0.21682893537842574,12.0,1.0,0.7,0,1
9.587015115325677,0.03684454110448197,0.32022329805962607,9.0,2.0,0.7,0,1
4.318757271305721,0.038025906622707745,0.5091756902552095,8.0,3.0,0.7,0,1
